naslov,izvajalec,url,kljuc,bpm,capo,leto,zanr,uporabljeni_akordi,zaporedje_akordov,stevilo_razlicnih_akordov,dolzina_zaporedja
Alleyways,The Neighbourhood,https://guitartuna.com/chords/alleyways-the-neighbourhood-easy-guitar-chords-621f7a8550cb7457161f8dbb,Eb major,101,3,2013,Alternative,"['Cm', 'Gm', 'D#', 'A#']","['Cm', 'Gm', 'D#', 'Cm', 'Gm', 'D#', 'Cm', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Cm', 'Gm', 'D#', 'Cm', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Cm', 'Gm', 'D#', 'Cm', 'Gm', 'D#', 'Cm', 'Gm', 'D#', 'Cm', 'Gm', 'Gm', 'D#', 'Cm', 'Gm', 'D#', 'Cm', 'D#', 'Gm', 'A#', 'Cm', 'A#', 'D#', 'Gm', 'A#', 'Cm', 'A#']",4,99
LA Girls,Charlie Puth,https://guitartuna.com/chords/la-girls-charlie-puth-easy-guitar-chords-61dcc55fd32b42dc7eba85a8,G# minor,100,6,2018,Pop,"['G#m', 'A#m', 'D#', 'C#m', 'F#', 'B', 'E', 'D#m', 'G#', 'A']","['G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'C#m', 'F#', 'B', 'E', 'C#m', 'D#', 'G#m', 'D#m', 'G#', 'C#m', 'F#', 'B', 'E', 'A', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'C#m', 'F#', 'B', 'E', 'C#m', 'D#', 'G#m', 'D#m', 'G#', 'C#m', 'F#', 'B', 'E', 'A', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'C#m', 'F#', 'B', 'E', 'C#m', 'D#', 'G#m', 'D#m', 'G#', 'C#m', 'F#', 'B', 'E', 'A', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m', 'A#m', 'D#', 'G#m']",10,115
Homewrecker,Sombr,https://guitartuna.com/chords/homewrecker-sombr-easy-guitar-chords-6997a770315d6dac682d46f0,Db major,100,1,2026,Pop,"['C#', 'D#m', 'A#m', 'F#', 'Fm', 'G#']","['C#', 'D#m', 'A#m', 'F#', 'C#', 'D#m', 'A#m', 'F#', 'C#', 'D#m', 'A#m', 'F#', 'D#m', 'Fm', 'F#', 'C#', 'D#m', 'Fm', 'G#', 'C#', 'D#m', 'A#m', 'F#', 'C#', 'D#m', 'A#m', 'F#', 'C#', 'D#m', 'A#m', 'F#', 'C#', 'D#m', 'A#m', 'F#', 'D#m', 'Fm', 'F#', 'C#', 'D#m', 'Fm', 'G#', 'C#', 'D#m', 'A#m', 'F#', 'C#', 'D#m', 'A#m', 'F#', 'Fm', 'F#', 'C#', 'G#', 'Fm', 'F#', 'C#', 'G#', 'Fm', 'F#', 'C#', 'G#', 'Fm', 'F#', 'C#', 'G#', 'C#', 'D#m', 'A#m', 'F#', 'C#', 'D#m', 'A#m', 'F#', 'C#', 'D#m', 'A#m', 'F#']",6,78
Per Elisa,Alice,https://guitartuna.com/chords/per-elisa-alice-easy-guitar-chords-61f7f85d2702096e54f384e1,A minor,104,0,1981,Pop,"['Am', 'G', 'F', 'E', 'C', 'Dm', 'D']","['Am', 'G', 'F', 'E', 'Am', 'E', 'C', 'Dm', 'C', 'E', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'Am', 'F', 'G', 'C', 'F', 'C', 'D', 'C', 'F', 'C', 'D', 'Am', 'F', 'G', 'Am', 'F', 'G', 'E', 'E', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'Am', 'F', 'G', 'C', 'F', 'C', 'D', 'C', 'F', 'C', 'D', 'Am', 'F', 'G', 'Am', 'F', 'G', 'E', 'E', 'Am', 'G', 'F', 'E', 'Am', 'E', 'C', 'Dm', 'C', 'E', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G']",7,154
Isabel,Luis Miguel,https://guitartuna.com/chords/isabel-luis-miguel-easy-guitar-chords-61e86e31a03c3d2f0f8a9e98,Eb major,157,3,1984,Pop,"['D#', 'G#', 'A#', 'G', 'Cm', 'F', 'C#', 'C']","['D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'G#', 'D#', 'G', 'Cm', 'A#', 'G#', 'A#', 'D#', 'F', 'A#', 'G#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'G#', 'D#', 'G', 'Cm', 'A#', 'G#', 'A#', 'D#', 'F', 'A#', 'G#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'C#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'G#', 'D#', 'G', 'Cm', 'A#', 'G#', 'A#', 'D#', 'F', 'A#', 'G#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'G#', 'A#', 'D#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'A#', 'C', 'F']",8,130
"Bem, Bem, María",Gipsy Kings,https://guitartuna.com/chords/bem-bem-maria-gipsy-kings-easy-guitar-chords-61c4dcb38a291c0a8e60370f,F minor,117,1,1987,World,"['Fm', 'Cm', 'D#', 'C#', 'A#m', 'C', 'G#']","['Fm', 'Cm', 'Fm', 'Cm', 'Fm', 'Fm', 'Fm', 'D#', 'C#', 'A#m', 'C', 'Fm', 'D#', 'C#', 'D#', 'G#', 'G#', 'A#m', 'Cm', 'G#', 'A#m', 'Cm', 'A#m', 'D#', 'G#', 'Fm', 'A#m', 'D#', 'Fm', 'A#m', 'Fm', 'A#m', 'Fm', 'Fm', 'D#', 'C#', 'D#', 'G#', 'G#', 'A#m', 'Cm', 'G#', 'A#m', 'Cm', 'A#m', 'D#', 'G#', 'Fm', 'A#m', 'D#', 'Fm', 'A#m', 'Fm', 'A#m', 'Fm', 'Fm', 'A#m', 'A#m', 'Fm', 'Fm', 'A#m', 'A#m', 'G#', 'A#m', 'Cm', 'G#', 'A#m', 'Cm', 'A#m', 'D#', 'G#', 'Fm', 'A#m', 'D#', 'G#', 'G#', 'A#m', 'Cm', 'G#', 'A#m', 'Cm', 'A#m', 'D#', 'G#', 'Fm', 'A#m', 'D#', 'G#', 'G#', 'G#', 'G#']",7,91
Falling Down,Oasis,https://guitartuna.com/chords/falling-down-oasis-easy-guitar-chords-6268a2ea321917769cb54a61,F# minor,132,2,2008,Rock,"['Em', 'G', 'C', 'Am', 'D']","['Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'C', 'D', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'C', 'Am', 'Em', 'Em', 'Em', 'Em', 'G', 'D', 'Em', 'C', 'Em', 'G', 'D', 'Em', 'C', 'D', 'C', 'Am', 'G', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'C', 'D', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'G', 'D', 'Em', 'C', 'Em', 'G', 'D', 'Em', 'C', 'D', 'C', 'Am', 'G', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'Em', 'G', 'C', 'Am', 'C', 'D']",5,126
Le vent nous portera,Sophie Hunger,https://guitartuna.com/chords/le-vent-nous-portera-sophie-hunger-easy-guitar-chords-61e5ca00effc29bb801471ee,E minor,90,0,2010,Alternative,"['Em', 'D', 'C']","['Em', 'D', 'C', 'C', 'D', 'D', 'Em', 'Em', 'Em', 'D', 'C', 'D', 'Em', 'Em', 'D', 'C', 'D', 'Em', 'D', 'Em', 'Em', 'D', 'C', 'D', 'Em', 'Em', 'D', 'C', 'D', 'Em', 'D', 'Em', 'Em', 'Em', 'D', 'D', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'D', 'D', 'Em', 'Em', 'D', 'Em', 'Em', 'D', 'C', 'D', 'Em', 'D', 'Em']",3,55
Amarillo,Shakira,https://guitartuna.com/chords/amarillo-shakira-easy-guitar-chords-621fa7be50cb7457161fdb0f,A major,126,4,2017,Pop,"['A', 'G#m', 'F#m', 'E', 'D']","['A', 'G#m', 'F#m', 'E', 'A', 'G#m', 'F#m', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'G#m', 'F#m', 'E', 'A', 'G#m', 'F#m', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E']",5,76
Love is Pain,Finneas,https://guitartuna.com/chords/love-is-pain-finneas-easy-guitar-chords-61db41bd5cff3109899d10cb,A major,79,2,2021,Alternative,"['A', 'C#m', 'F#m', 'E', 'D']","['A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'D', 'F#m', 'D', 'F#m', 'E', 'D', 'F#m', 'D', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E']",5,136
Hello Again,"Neil Diamond, The Jazz Singer",https://guitartuna.com/chords/hello-again-neil-diamond-the-jazz-singer-easy-guitar-chords-621f7a5d50cb7457161f8d77,C major,63,0,1981,Pop,"['G', 'C', 'Am', 'F', 'Dm', 'Em', 'G#', 'C#', 'A#m', 'F#', 'D#m', 'Fm']","['G', 'G', 'C', 'Am', 'F', 'Dm', 'C', 'C', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'Am', 'F', 'Dm', 'Em', 'Am', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'Am', 'F', 'Dm', 'Em', 'Am', 'G', 'C', 'C', 'F', 'Em', 'F', 'G', 'C', 'F', 'Em', 'Dm', 'G', 'Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'Am', 'F', 'Dm', 'Em', 'Am', 'G', 'C', 'F', 'Dm', 'Em', 'Am', 'G', 'G#', 'C#', 'G#', 'C#', 'G#', 'C#', 'G#', 'C#', 'G#', 'A#m', 'F#', 'D#m', 'Fm', 'A#m', 'G#', 'C#', 'D#m', 'C#', 'G#', 'C#']",12,94
Rindu Serindu Rindunya,Exists,https://guitartuna.com/chords/rindu-serindu-rindunya-exists-easy-guitar-chords-6218f068be3be9c47065e697,Eb minor,107,6,1999,Pop,"['F#', 'D#m', 'G#m', 'C#', 'A#', 'B']","['F#', 'D#m', 'G#m', 'C#', 'F#', 'D#m', 'G#m', 'G#m', 'D#m', 'D#m', 'G#m', 'C#', 'F#', 'A#', 'D#m', 'G#m', 'C#', 'F#', 'A#', 'D#m', 'G#m', 'C#', 'F#', 'B', 'G#m', 'C#', 'F#', 'B', 'G#m', 'C#', 'F#', 'B', 'G#m', 'C#', 'F#', 'B', 'F#', 'B', 'C#', 'F#', 'B', 'C#', 'F#', 'B', 'C#', 'F#', 'B', 'F#', 'B', 'C#', 'F#', 'B', 'F#', 'C#', 'F#', 'D#m', 'B', 'C#', 'D#m', 'B', 'D#m', 'B', 'A#', 'D#m', 'G#m', 'C#', 'F#', 'B', 'G#m', 'C#', 'F#', 'B', 'G#m', 'C#', 'F#', 'B', 'G#m', 'C#', 'F#', 'B', 'F#', 'B', 'C#', 'F#', 'B', 'C#', 'F#', 'B', 'C#', 'F#', 'B', 'F#', 'B', 'C#', 'F#', 'B', 'F#', 'C#', 'F#', 'D#m', 'G#m', 'A#', 'D#m', 'D#m']",6,104
Special Needs,Placebo,https://guitartuna.com/chords/special-needs-placebo-easy-guitar-chords-6217aec37d0e3fa4285c1543,F# major,89,1,2003,Alternative,"['F#', 'D#m']","['F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'D#m', 'F#', 'D#m', 'F#', 'F#', 'F#', 'D#m', 'F#', 'D#m', 'F#', 'D#m', 'F#', 'D#m', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'D#m', 'F#', 'D#m', 'F#', 'D#m', 'F#', 'D#m', 'F#', 'F#', 'F#', 'F#', 'F#']",2,38
Build A Bridge,Limp Bizkit,https://guitartuna.com/chords/build-a-bridge-limp-bizkit-easy-guitar-chords-621f894350cb7457161fa6d1,E major,150,4,2003,Rock,"['G#m', 'A', 'E', 'F#m', 'C#', 'B', 'F#', 'D', 'G#']","['G#m', 'A', 'E', 'E', 'G#m', 'A', 'E', 'E', 'G#m', 'A', 'E', 'E', 'G#m', 'A', 'E', 'E', 'G#m', 'A', 'E', 'G#m', 'A', 'E', 'G#m', 'A', 'E', 'G#m', 'A', 'E', 'F#m', 'E', 'F#m', 'E', 'C#', 'B', 'F#', 'C#', 'B', 'F#', 'C#', 'B', 'F#', 'C#', 'B', 'F#', 'G#m', 'A', 'E', 'G#m', 'A', 'E', 'G#m', 'A', 'E', 'G#m', 'A', 'E', 'F#m', 'E', 'F#m', 'E', 'C#', 'B', 'F#', 'C#', 'B', 'F#', 'C#', 'B', 'F#', 'C#', 'B', 'F#', 'B', 'A', 'G#m', 'B', 'A', 'G#m', 'B', 'A', 'G#m', 'B', 'A', 'G#m', 'D', 'C#', 'G#', 'D', 'C#', 'G#', 'D', 'C#', 'G#', 'D', 'C#', 'G#', 'C#', 'B', 'F#', 'C#', 'B', 'F#', 'C#', 'B', 'F#', 'C#', 'B', 'F#']",9,108
Mingo,Edicion Especial,https://guitartuna.com/chords/mingo-edicion-especial-easy-guitar-chords-621fcfb150cb745716201f0a,A major,102,2,2019,Latin,"['D', 'E', 'A', 'F#m', 'B']","['D', 'E', 'A', 'A', 'D', 'E', 'A', 'A', 'A', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'F#m', 'D', 'B', 'E', 'D', 'E', 'A', 'D', 'E', 'F#m', 'D', 'E', 'A', 'A', 'A', 'A', 'D', 'E', 'A', 'A', 'D', 'B', 'E', 'D', 'E', 'A', 'D', 'E', 'F#m', 'D', 'E', 'A', 'D', 'E', 'A', 'A', 'D', 'E', 'A', 'A', 'A', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'F#m', 'D', 'B', 'E', 'D', 'E', 'A', 'D', 'E', 'F#m', 'D', 'E', 'A', 'A', 'A', 'A', 'D', 'E', 'A', 'A', 'D', 'B', 'E', 'D', 'E', 'A', 'D', 'E', 'F#m', 'D', 'E', 'A', 'A', 'E', 'A']",5,99
Caroline,Kingfishr,https://guitartuna.com/chords/caroline-kingfishr-easy-guitar-chords-6599675d365fc9d597b98cfa,G major,180,0,2023,Folk,"['G', 'D', 'Am', 'C']","['G', 'G', 'D', 'D', 'Am', 'Am', 'C', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'D', 'Am', 'Am', 'C', 'C', 'G', 'G', 'D', 'D', 'Am', 'Am', 'C', 'C', 'G', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'D', 'Am', 'Am', 'C', 'C', 'G']",4,71
Standing Next To You,Jung Kook,https://guitartuna.com/chords/standing-next-to-you-jung-kook-easy-guitar-chords-66f74964ff47b2e5812a3593,D minor,106,5,2023,Pop,"['Dm', 'C', 'G', 'A#', 'Gm', 'Am', 'A', 'G#']","['Dm', 'C', 'G', 'A#', 'Gm', 'Am', 'A', 'Dm', 'G#', 'G#', 'G', 'Gm', 'Am', 'A#', 'C', 'Dm', 'Dm', 'A#', 'A#', 'C', 'Dm', 'A#', 'C', 'Dm', 'A#', 'C', 'Dm', 'A#', 'C', 'Dm', 'A#', 'Dm', 'C', 'G', 'A#', 'Gm', 'Am', 'A', 'Dm', 'G#', 'G', 'Gm', 'Am', 'A#', 'C', 'Dm', 'Dm', 'A#', 'A#', 'Dm', 'Dm', 'A#', 'A#', 'C', 'Dm', 'A#', 'C', 'Dm', 'A#', 'C', 'Dm', 'A#', 'Dm', 'C', 'G', 'A#', 'Gm', 'Am', 'A', 'Dm', 'G#', 'G', 'Gm', 'Am', 'A#', 'C', 'Dm', 'Dm', 'A#', 'A#', 'Dm', 'Dm', 'A#', 'A#', 'C', 'Dm', 'Dm', 'A#', 'A#', 'Dm', 'Dm', 'A#', 'Gm', 'Am', 'A#', 'C', 'Dm', 'Dm', 'A#', 'A#', 'C', 'Dm', 'Dm', 'A#', 'A#', 'C', 'Dm']",8,107
Adios amor,Mocedades,https://guitartuna.com/chords/adios-amor-mocedades-easy-guitar-chords-61f3333663c3fe2359baadee,E major,201,0,1973,Pop,"['C#m', 'G#m', 'A', 'E', 'B', 'G#', 'F#', 'C', 'F', 'Dm', 'A#', 'Am', 'G']","['C#m', 'G#m', 'A', 'E', 'E', 'B', 'E', 'B', 'E', 'B', 'C#m', 'B', 'A', 'E', 'B', 'G#', 'C#m', 'G#m', 'A', 'E', 'F#', 'B', 'E', 'G#', 'C#m', 'E', 'A', 'E', 'F#', 'B', 'C#m', 'G#m', 'A', 'E', 'E', 'B', 'E', 'B', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'F#', 'B', 'E', 'G#', 'C#m', 'E', 'A', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'E', 'B', 'E', 'G#m', 'A', 'E', 'E', 'B', 'E', 'B', 'E', 'G#', 'C#m', 'B', 'A', 'E', 'B', 'G#', 'C#m', 'G#m', 'A', 'E', 'F#', 'B', 'E', 'G#', 'C#m', 'E', 'A', 'E', 'F#', 'B', 'C#m', 'G#m', 'A', 'E', 'E', 'B', 'E', 'B', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'F#', 'B', 'E', 'G#', 'C#m', 'E', 'A', 'E', 'B', 'C#m', 'G#m', 'A', 'E', 'E', 'B', 'E', 'C', 'F', 'C', 'Dm', 'A#', 'F', 'C', 'A', 'Dm', 'Am', 'A#', 'F', 'C', 'F', 'C', 'F', 'C', 'Dm', 'A#', 'F', 'C', 'Dm', 'Am', 'A#', 'F', 'G', 'C', 'F', 'A', 'Dm', 'F', 'A#', 'F', 'C', 'Dm', 'Am', 'A#', 'F', 'F', 'C', 'Dm', 'Am', 'A#', 'F', 'F', 'C', 'F']",13,174
I Was Only Joking,Rod Stewart,https://guitartuna.com/chords/i-was-only-joking-rod-stewart-easy-guitar-chords-6278901ee6b15f57aa791f15,Db major,106,1,1977,Rock,"['C', 'F', 'Fm', 'G', 'A', 'D', 'Dm', 'E', 'F#m', 'Bm']","['C', 'C', 'C', 'F', 'Fm', 'C', 'G', 'C', 'A', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'F#m', 'D', 'E', 'A', 'Bm', 'Bm', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'F#m', 'D', 'E', 'A', 'Bm', 'Bm', 'E', 'A', 'A', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'E', 'F#m', 'Bm', 'F#m', 'E', 'E', 'A', 'D', 'E', 'F#m', 'Bm', 'F#m', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'F#m', 'D', 'E', 'A', 'Bm', 'Bm', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A', 'A', 'D', 'Dm', 'A', 'E', 'A']",10,147
Vienna,Ultravox,https://guitartuna.com/chords/vienna-ultravox-easy-guitar-chords-63ccefaeb928787a11eab143,F major,80,5,1980,Electronic,"['C', 'F', 'A#', 'Gm', 'Am', 'Dm']","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'A#', 'F', 'A#', 'F', 'A#', 'F', 'A#', 'Gm', 'A#', 'F', 'C', 'C', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'A#', 'F', 'A#', 'F', 'A#', 'F', 'A#', 'Gm', 'A#', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gm', 'Gm', 'Am', 'Am', 'A#', 'A#', 'Dm', 'Dm', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'A#', 'A#', 'A#', 'F', 'A#', 'F', 'A#', 'F', 'A#', 'Gm', 'A#', 'F', 'F', 'F', 'F', 'F']",6,86
Grandma Got Run Over By A Reindeer,Elmo & Patsy,https://guitartuna.com/chords/grandma-got-run-over-by-a-reindeer-elmo-patsy-easy-guitar-chords-61c9fe26c166d7af08359b47,E major,112,0,1984,Christmas,"['Em', 'E', 'A', 'B', 'D', 'C#m', 'G#m', 'C#', 'F#']","['Em', 'Em', 'E', 'E', 'A', 'E', 'B', 'E', 'D', 'A', 'E', 'B', 'E', 'A', 'B', 'E', 'C#m', 'G#m', 'B', 'E', 'A', 'B', 'E', 'E', 'A', 'E', 'B', 'E', 'D', 'A', 'E', 'B', 'E', 'A', 'B', 'E', 'C#m', 'G#m', 'B', 'E', 'A', 'B', 'E', 'E', 'A', 'E', 'B', 'E', 'D', 'A', 'E', 'B', 'E', 'A', 'B', 'E', 'C#m', 'G#m', 'B', 'E', 'A', 'B', 'E', 'E', 'A', 'E', 'B', 'E', 'C#', 'F#', 'B', 'F#', 'C#', 'F#', 'C#', 'F#']",9,76
Aux sombres héros de l'amer,Noir Désir,https://guitartuna.com/chords/aux-sombres-heros-de-lamer-noir-desir-easy-guitar-chords-61e1f4329e7c5ae95dedcb99,A minor,126,0,1989,Rock,"['Am', 'F', 'C', 'G', 'Dm']","['Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'F', 'C', 'G', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am', 'C', 'Dm', 'F', 'Am']",5,139
